job_id,job_url,job_title,posted_date,employer_name,employer_link,location,region,salary,hours,employment_type,source,lmia,email,live_email_recovery
42125512,https://www.jobbank.gc.ca/jobsearch/jobposting/42125512,marketing consultant - market research,2024-10-10,Almon Consulting Company,https://almonconsultingcompany.com/,Mississauga,ON,33,40 hours per week,Permanent employmentFull time,Job Bank#3113387,FALSE,almonconsulting@gmail.com,
42113677,https://www.jobbank.gc.ca/jobsearch/jobposting/42113677,food service supervisor,2024-10-08,Tim Hortons,http://www.timhortons.com,Parry Sound,ON,17.2,35 hours per week,Permanent employmentFull time,Job Bank#3111458,FALSE,parrysoundtimhortons@gmail.com,
42077625,https://www.jobbank.gc.ca/jobsearch/jobposting/42077625,department store president,2024-10-04,Subway,,Brampton,ON,62,40 hours per week,Permanent employmentFull time,Job Bank#3104547,FALSE,jobs.dhaliwalcorp@outlook.com,
42112218,https://www.jobbank.gc.ca/jobsearch/jobposting/42112218,fitness instructor,2024-10-08,Free Bird Health Club Inc.,,Mississauga,ON,19,35 hours per week,Permanent employmentFull time,Job Bank#3111240,FALSE,hr.freebirdhealthclub@gmail.com,
42080191,https://www.jobbank.gc.ca/jobsearch/jobposting/42080191,drywall installer supervisor,2024-10-04,GTA Concrete Products Supply Inc.,,Brampton,ON,38.5,35 hours per week,Permanent employmentFull time,Job Bank#3107048,FALSE,gtaconcreteproducts@outlook.com,in*****@gmail.com
42113368,https://www.jobbank.gc.ca/jobsearch/jobposting/42113368,"apprentice mechanic, trucks and transport vehicles",2024-10-08,JM Motors,http://www.jmmotors.ca,Brampton,ON,28.5,30 hours per week,Permanent employmentFull time,Job Bank#3111443,FALSE,rony@jmmotors.ca,
42101466,https://www.jobbank.gc.ca/jobsearch/jobposting/42101466,"carpenter, renovation",2024-10-07,BDJ Contracting Inc.,http://www.bdjcontracting.ca,Carrying Place,ON,20,30 to 44 hours per week,Permanent employmentFull time,Job Bank#3109611,FALSE,bdjcontracting@gmail.com,
42125919,https://www.jobbank.gc.ca/jobsearch/jobposting/42125919,marketing consultant - market research,2024-10-10,Aerosports Parks,https://www.aerosportsparks.ca/,Oakville,ON,33,40 hours per week,Permanent employmentFull time,Job Bank#3113396,FALSE,admin@aerosportsparks.ca,
42129641,https://www.jobbank.gc.ca/jobsearch/jobposting/42129641,instructor of persons with disabilities,2024-10-10,Toronto IBI Inc.,,North York,", ON",25.75,35 hours per week,Permanent employmentFull time,Job Bank#3113549,FALSE,torontoibiautism@gmail.com,
42130562,https://www.jobbank.gc.ca/jobsearch/jobposting/42130562,baker,2024-10-10,BRAR'S AIRPORT,,Brampton,ON,19,40 hours per week,Permanent employmentFull time,Job Bank#3113705,FALSE,meenu.chadha@brars.ca,
42099351,https://www.jobbank.gc.ca/jobsearch/jobposting/42099351,cook,2024-10-07,Oh Bombay Waterloo,,Waterloo,ON,28,30 to 40 hours per week,Permanent employmentFull time,Job Bank#3109045,FALSE,ob.waterloo@gmail.com,
42130560,https://www.jobbank.gc.ca/jobsearch/jobposting/42130560,railway signal maintainer,2024-10-10,Toronto Terminals Railway,http://www.ttrly.com,Toronto,ON,36,40 hours per week,Permanent employmentFull time,Job Bank#3113703,FALSE,hr@ttrly.com,
42080194,https://www.jobbank.gc.ca/jobsearch/jobposting/42080194,construction painters supervisor,2024-10-04,GTA Concrete Products Supply Inc.,,Brampton,ON,38.5,35 hours per week,Permanent employmentFull time,Job Bank#3107050,FALSE,gtaconcreteproducts@outlook.com,in*****@gmail.com
42120466,https://www.jobbank.gc.ca/jobsearch/jobposting/42120466,office administrator,2024-10-09,BBlunt Salon and Spa,,Brampton,ON,28.5,35 hours per week,Permanent employmentFull time,Job Bank#3112102,FALSE,hr.bbluntsalonandspa@outlook.com,
42128618,https://www.jobbank.gc.ca/jobsearch/jobposting/42128618,assistant cook,2024-10-10,TADKA KING,http://tadkaking.ca/,Brampton,ON,17.5,40 hours per week,Permanent employmentFull time,Job Bank#3112116,FALSE,thetadkaking1@gmail.com,
42077645,https://www.jobbank.gc.ca/jobsearch/jobposting/42077645,fibreglass laminator,2024-10-04,Industrial Plastics Fabricators Ltd,http://www.ipflimited.com,Brampton,ON,25,40 hours per week,Permanent employmentFull time,Job Bank#3104561,FALSE,steve@ipflimited.com,
42112238,https://www.jobbank.gc.ca/jobsearch/jobposting/42112238,home support worker,2024-10-08,"Anna Lyn C., Brampton",,Brampton,ON,18,30 to 44 hours per week,Term or contractFull time,Job Bank#3110458,FALSE,annacollantes@yahoo.com,
42112264,https://www.jobbank.gc.ca/jobsearch/jobposting/42112264,merchandiser,2024-10-08,2665928 Ontario Inc,,Scarborough,ON,30,30 to 40 hours per week,Permanent employmentFull time,Job Bank#3111284,FALSE,ngtradingontario@outlook.com,
42080195,https://www.jobbank.gc.ca/jobsearch/jobposting/42080195,supervisor cement finishing,2024-10-04,GTA Concrete Products Supply Inc.,,Brampton,ON,38.5,35 hours per week,Permanent employmentFull time,Job Bank#3107051,FALSE,gtaconcreteproducts@outlook.com,in*****@gmail.com
42130565,https://www.jobbank.gc.ca/jobsearch/jobposting/42130565,"rustproofer, motor vehicle",2024-10-10,Krown Rust,,Perth,ON,19,40 hours per week,Seasonal employmentFull time,Job Bank#3113707,FALSE,office@perthkrown.ca,
42103660,https://www.jobbank.gc.ca/jobsearch/jobposting/42103660,food service supervisor,2024-10-07,Tim Hortons,,Toronto,ON,17.2,30 to 40 hours per week,Permanent employmentFull time,Job Bank#3110145,FALSE,timhortonsjob1030@gmail.com,
42120439,https://www.jobbank.gc.ca/jobsearch/jobposting/42120439,sales supervisor - retail,2024-10-09,Canadian Tire #600,,Toronto,ON,22.95,40 hours per week,Permanent employmentFull time,Job Bank#3112072,FALSE,sandydent@ctc600.ca,
42130566,https://www.jobbank.gc.ca/jobsearch/jobposting/42130566,office administrative assistant,2024-10-10,CARS R US INC,,Brampton,ON,27.5,40 hours per week,Permanent employmentFull time,Job Bank#3113708,FALSE,jobs.carsrus@gmail.com,
42112259,https://www.jobbank.gc.ca/jobsearch/jobposting/42112259,cook,2024-10-08,Popeyes Louisiana Kitchen 13518,http://www.popeyeschicken.ca,Hamilton,ON,28.5,35 to 40 hours per week,Permanent employmentFull time,Job Bank#3110752,FALSE,br31hamilton@gmail.com,
42080196,https://www.jobbank.gc.ca/jobsearch/jobposting/42080196,"truck driver, long haul",2024-10-04,Athwal Transportation Limited,,Mississauga,ON,25,40 hours per week,Permanent employmentFull time,Job Bank#3107052,FALSE,dharminderpal@live.com,dh*****@aol.com
42140113,https://www.jobbank.gc.ca/jobsearch/jobposting/42140113,painter,2024-10-11,NEFF Beautiful Living Inc.,,Brampton,ON,25,30 to 35 hours per week,Permanent employmentFull time,Job Bank#3115233,FALSE,jobatneffbeautifulliving@gmail.com,
42069748,https://www.jobbank.gc.ca/jobsearch/jobposting/42069748,chef,2024-10-03,Madrocks Bar & Grill,https://madrocksbarandgrill.ca/,Oshawa,ON,27,35 to 40 hours per week,Permanent employmentFull time,Job Bank#3104183,FALSE,madrocksbar81@gmail.com,
42103618,https://www.jobbank.gc.ca/jobsearch/jobposting/42103618,prepress supervisor - printing,2024-10-07,Helix Impressions Inc.,,Mississauga,ON,32,40 hours per week,Permanent employmentFull time,Job Bank#3110102,FALSE,helixrecruitments@gmail.com,
42078049,https://www.jobbank.gc.ca/jobsearch/jobposting/42078049,transport and communications general manager,2024-10-04,CNB Computers Inc.,http://cnbcom.com/,Mississauga,ON,53,30 hours per week,Permanent employmentFull time,Job Bank#3106417,FALSE,workwithcnb@outlook.com,
42080199,https://www.jobbank.gc.ca/jobsearch/jobposting/42080199,construction worker,2024-10-04,Harnidhpal Canada Inc,,Brampton,ON,29,35 hours per week,Permanent employmentFull time,Job Bank#3107055,FALSE,harnidhpalcanadainc@gmail.com,
42111614,https://www.jobbank.gc.ca/jobsearch/jobposting/42111614,warehouse foreman/woman,2024-10-08,Dynamic Freight Haulers,,Milton,ON,29,30 to 40 hours per week,Permanent employmentFull time,Job Bank#3110996,FALSE,hrdynamicfreight@gmail.com,
42133685,https://www.jobbank.gc.ca/jobsearch/jobposting/42133685,data entry clerk,2024-10-10,GSC Law Professional Corporation,,Burlington,ON,28.5,40 hours per week,Permanent employmentFull time,Job Bank#3114615,FALSE,gsclawprofessionalcorp@gmail.com,
42103628,https://www.jobbank.gc.ca/jobsearch/jobposting/42103628,event planner,2024-10-07,Le Petit Chef,https://lepetitchef.com,Toronto,ON,26.1,30 hours per week,Permanent employmentFull time,Job Bank#3110110,FALSE,lpchef115@gmail.com,
42061233,https://www.jobbank.gc.ca/jobsearch/jobposting/42061233,food service supervisor,2024-10-02,MONTANAS #3074,,Mississauga,ON,29,35 hours per week,Permanent employmentFull time,Job Bank#3103403,FALSE,jobs.montanas3074@gmail.com,
42112266,https://www.jobbank.gc.ca/jobsearch/jobposting/42112266,sales supervisor - retail,2024-10-08,AGMD GROUP,http://www.agmdgroup.com,Mississauga,ON,23,30 hours per week,Permanent employmentFull time,Job Bank#3109878,FALSE,admin@agmdgroup.com,
42080197,https://www.jobbank.gc.ca/jobsearch/jobposting/42080197,head dispatcher,2024-10-04,CITY TAXI,,Etobicoke,ON,27.5,30 hours per week,Permanent employmentFull time,Job Bank#3107054,FALSE,apply.citytaxi@hotmail.com,
42130558,https://www.jobbank.gc.ca/jobsearch/jobposting/42130558,maintenance mechanic technician - industrial,2024-10-10,B & B MECHANICAL CONTRACTORS INC.,,Marysville,ON,28,40 hours per week,Permanent employmentFull time,Job Bank#3113702,FALSE,maryanne.bremner@sympatico.ca,
42112257,https://www.jobbank.gc.ca/jobsearch/jobposting/42112257,food service supervisor,2024-10-08,A&W Restaurant,,Toronto,ON,17.2,32.5 hours per week,Permanent employmentFull time,Job Bank#3111276,FALSE,allenwright.shiaz.hiring@gmail.com,
42112273,https://www.jobbank.gc.ca/jobsearch/jobposting/42112273,cook,2024-10-08,Swiss Chalet & Harvey's - Bracebridge,,Bracebridge,ON,28.5,30 to 35 hours per week,Permanent employmentFull time,Job Bank#3110649,FALSE,hr.swisschalett@gmail.com,
42103656,https://www.jobbank.gc.ca/jobsearch/jobposting/42103656,food service supervisor,2024-10-07,Subway,,Azilda,ON,17.2,30 to 40 hours per week,Permanent employmentFull time,Job Bank#3110139,FALSE,subwayjob3019@gmail.com,
42112244,https://www.jobbank.gc.ca/jobsearch/jobposting/42112244,"general manager - financial, communications and other business services",2024-10-08,SERGIO RUIVO,,Toronto,ON,85.5,35 hours per week,Permanent employmentFull time,Job Bank#3108396,FALSE,sruivo@rttaxmanagement.com,
42080203,https://www.jobbank.gc.ca/jobsearch/jobposting/42080203,office administrator,2024-10-04,Harnidhpal Canada Inc,,Brampton,ON,28.5,35 hours per week,Permanent employmentFull time,Job Bank#3107059,FALSE,harnidhpalcanadainc@gmail.com,
42130571,https://www.jobbank.gc.ca/jobsearch/jobposting/42130571,construction labourer and helper,2024-10-10,Dias Roofing,,Windsor,ON,23,35 to 40 hours per week,Permanent employmentFull time,Job Bank#3113713,FALSE,resumes.diasroofing@outlook.com,di*****@gmail.com
42114014,https://www.jobbank.gc.ca/jobsearch/jobposting/42114014,department store president,2024-10-08,Active Green + Ross,,Mississauga,ON,62,30 to 40 hours per week,Permanent employmentFull time,Job Bank#3111451,FALSE,memberautoservice@hotmail.com,
42080200,https://www.jobbank.gc.ca/jobsearch/jobposting/42080200,bookkeeper,2024-10-04,Harnidhpal Canada Inc,,Brampton,ON,28.5,35 hours per week,Permanent employmentFull time,Job Bank#3107057,FALSE,harnidhpalcanadainc@gmail.com,
42113373,https://www.jobbank.gc.ca/jobsearch/jobposting/42113373,user support technician,2024-10-08,Equip Exports Canada Inc.,https://equiprecycling.com/,Mississauga,ON,28.85,35 hours per week,Permanent employmentFull time,Job Bank#3111447,FALSE,equipexportjobs@yahoo.com,
42133653,https://www.jobbank.gc.ca/jobsearch/jobposting/42133653,machinist,2024-10-10,CANADIAN GUNDRILLING COMPANY INC.,http://www.gundrillingcompany.com,Brampton,ON,29.25,35 hours per week,Permanent employmentFull time,Job Bank#3114586,FALSE,hr.canadiangundrilling@outlook.com,
42066672,https://www.jobbank.gc.ca/jobsearch/jobposting/42066672,drywall installer,2024-10-03,Sandmere Construction,,Mississauga,ON,38,35 to 40 hours per week,Permanent employmentFull time,Job Bank#3103920,FALSE,operationsandmere@gmail.com,
42128761,https://www.jobbank.gc.ca/jobsearch/jobposting/42128761,security guard supervisor,2024-10-10,Huron University College,https://huronatwestern.ca/,London,ON,"50,000",35 hours per week,Permanent employmentFull time,Job Bank#3113538,FALSE,hrapplicationscanada@gmail.com,
42116002,https://www.jobbank.gc.ca/jobsearch/jobposting/42116002,insulator,2024-10-08,TF Renovations,https://www.tfrenovations.ca/,Mississauga,ON,30,30 to 40 hours per week,Permanent employmentFull time,Job Bank#3111861,FALSE,hr@tfrenovations.ca,
42111620,https://www.jobbank.gc.ca/jobsearch/jobposting/42111620,early childhood educator (E.C.E.),2024-10-08,Confederation Court Community House,http://www.confederationcourt.com,Ottawa,ON,20,12 to 24 hours per week,Term or contractPart time,Job Bank#3111002,FALSE,confederationcourt@hotmail.com,an*****@bell.net
42120091,https://www.jobbank.gc.ca/jobsearch/jobposting/42120091,restaurant assistant manager,2024-10-09,Tim Hortons,,Sudbury,ON,22,40 hours per week,Permanent employmentFull time,Job Bank#3112040,FALSE,sinclairgord@gmail.com,
42134033,https://www.jobbank.gc.ca/jobsearch/jobposting/42134033,food service supervisor,2024-10-10,FAT BASTARD BURRITO CO,,Nepean,ON,17.2,35 to 40 hours per week,Permanent employmentFull time,Job Bank#3114688,FALSE,fat.b.burrito@outlook.com,ad*****@gipcs.com
42101464,https://www.jobbank.gc.ca/jobsearch/jobposting/42101464,early childhood educator (ECE),2024-10-07,Play time Playground,http://www.playtimeinc.info,Bolton,ON,28.5,35 to 40 hours per week,Permanent employmentFull time,Job Bank#3105896,FALSE,jobsatplaytime@gmail.com,
42140170,https://www.jobbank.gc.ca/jobsearch/jobposting/42140170,cook,2024-10-11,Chandni Banquet Hall,http://www.chandnihalls.com/,Brampton,ON,25,40 hours per week,Permanent employmentFull time,Job Bank#3115292,FALSE,victoria@chandnihalls.com,
42080208,https://www.jobbank.gc.ca/jobsearch/jobposting/42080208,cook,2024-10-04,KESAR THALI CORPORATION,,Oshawa,ON,27,35 hours per week,Permanent employmentFull time,Job Bank#3107065,FALSE,info.nh1dhaba@gmail.com,
42066101,https://www.jobbank.gc.ca/jobsearch/jobposting/42066101,nail care technician,2024-10-03,NAILS FOR YOU,,Brampton,ON,20,40 hours per week,Permanent employmentFull time,Job Bank#3104710,FALSE,thi2023dao@gmail.com,
42112274,https://www.jobbank.gc.ca/jobsearch/jobposting/42112274,bookkeeping supervisor,2024-10-08,SERGIO RUIVO,,Toronto,ON,35,35 hours per week,Permanent employmentFull time,Job Bank#3108387,FALSE,sruivo@rttaxmanagement.com,
42129953,https://www.jobbank.gc.ca/jobsearch/jobposting/42129953,carpenter,2024-10-10,Urban Construction Limited,http://www.urbanconstructionlimited.com,Mississauga,ON,32,30 to 40 hours per week,Permanent employmentFull time,Job Bank#3102765,FALSE,contact@urbanconstructionlimited.com,
42062528,https://www.jobbank.gc.ca/jobsearch/jobposting/42062528,Garbage truck loader,2024-10-03,Excelone Staffing Services,,North York,ON,20,40 to 44 hours per week,Term or contractFull time,Job Bank#3104357,FALSE,excelonestaffing@gmail.com,
42121064,https://www.jobbank.gc.ca/jobsearch/jobposting/42121064,heavy-duty equipment technician,2024-10-09,Battlefield Equipment Rentals,http://www.toromontcat.com,Timmins,ON,34.13,44 to 50 hours per week,Permanent employmentFull time,Job Bank#3112183,FALSE,battlefield.timmins@iveygroup.ca,
42080206,https://www.jobbank.gc.ca/jobsearch/jobposting/42080206,construction general manager,2024-10-04,Harnidhpal Canada Inc,,Brampton,ON,63,35 hours per week,Permanent employmentFull time,Job Bank#3107062,FALSE,harnidhpalcanadainc@gmail.com,
42130577,https://www.jobbank.gc.ca/jobsearch/jobposting/42130577,construction manager,2024-10-10,Glorious Construction Inc.,,Brampton,ON,43,35 hours per week,Permanent employmentFull time,Job Bank#3113716,FALSE,zks89@hotmail.com,zk*****@gmail.com
42111654,https://www.jobbank.gc.ca/jobsearch/jobposting/42111654,automotive service technician,2024-10-08,RockTown Automotive,http://www.rocktownauto.ca,Sudbury,ON,"76,000",40 to 44 hours per week,Permanent employmentFull time,Job Bank#3111026,FALSE,gerry@rocktownauto.ca,
42131212,https://www.jobbank.gc.ca/jobsearch/jobposting/42131212,administrative assistant,2024-10-10,STALLION EMPLOYMENT SERVICES,,Brampton,ON,29,32 to 40 hours per week,Permanent employmentFull time,Job Bank#3112138,FALSE,Not found,
42123902,https://www.jobbank.gc.ca/jobsearch/jobposting/42123902,cook,2024-10-09,East Side Mario's,,Peterborough,ON,17.2,42 hours per week,Permanent employmentFull time,Job Bank#3112942,FALSE,esm8677hr@gmail.com,
42069036,https://www.jobbank.gc.ca/jobsearch/jobposting/42069036,office administrative assistant,2024-10-03,2285752 Ontario Ltd,,Toronto,ON,25.5,30 to 35 hours per week,Permanent employmentFull time,Job Bank#3105342,FALSE,jobsformycompany@gmail.com,
42130028,https://www.jobbank.gc.ca/jobsearch/jobposting/42130028,bookkeeper,2024-10-10,ONTARIO TRUCK & FORKLIFT DRIVING SCHOOL INC.,,Brampton,ON,28.5,35 hours per week,Permanent employmentFull time,Job Bank#3113562,FALSE,drivingjobs361@gmail.com,
42131113,https://www.jobbank.gc.ca/jobsearch/jobposting/42131113,drafting supervisor,2024-10-10,Weld O Canada Inc,http://www.weldocanada.com,North York,ON,30,32 hours per week,Permanent employmentFull time,Job Bank#3113753,FALSE,jobs.weldocanada@yahoo.com,
42113724,https://www.jobbank.gc.ca/jobsearch/jobposting/42113724,family physician,2024-10-08,Haliburton Family Medical Centre,http://www.hhfht.com,7217 Gelert RoadHaliburton,", ONK0M 1S0","12,500",12 to 40 hours per week,Permanent employmentFull time,Job Bank#3108792,FALSE,kim.robinson@hhfht.com,
42121072,https://www.jobbank.gc.ca/jobsearch/jobposting/42121072,tire repairer - automotive service,2024-10-09,S.T.T Mobile Repair Services,,Brampton,ON,28.4,40 hours per week,Permanent employmentFull time,Job Bank#3111282,FALSE,jobsandjobs2019@gmail.com,
42112249,https://www.jobbank.gc.ca/jobsearch/jobposting/42112249,fitness instructor,2024-10-08,Free Bird Health Club Inc.,,Brampton,ON,19,35 hours per week,Permanent employmentFull time,Job Bank#3111268,FALSE,hr.freebirdhealthclub@gmail.com,
42080210,https://www.jobbank.gc.ca/jobsearch/jobposting/42080210,chef,2024-10-04,KESAR THALI CORPORATION,,Oshawa,ON,27,35 hours per week,Permanent employmentFull time,Job Bank#3107067,FALSE,info.nh1dhaba@gmail.com,
42062797,https://www.jobbank.gc.ca/jobsearch/jobposting/42062797,truck driver-supervisor,2024-10-03,Canus Transportation,,Stoney Creek,ON,32.5,35 to 40 hours per week,Permanent employmentFull time,Job Bank#3104424,FALSE,hr@canustransportation.com,
42101468,https://www.jobbank.gc.ca/jobsearch/jobposting/42101468,"mechanic, truck",2024-10-07,Uhaul Co. (Canada) Ltd,http://jobs.uhaul.com/,Brampton,ON,20,16 to 20 hours per week,Permanent employmentPart time,Job Bank#3109612,FALSE,ali_chaudhry@uhaul.com,
42130584,https://www.jobbank.gc.ca/jobsearch/jobposting/42130584,restaurant manager,2024-10-10,King Tandoori Bar and Grill,http://www.kingtandoori.com,Brampton,ON,26,35 hours per week,Permanent employmentFull time,Job Bank#3113722,FALSE,kingtandoori321@gmail.com,
42130059,https://www.jobbank.gc.ca/jobsearch/jobposting/42130059,finance officer,2024-10-10,Shabad Transport Inc.,http://www.shabadtransport.com,Woodbridge,ON,26,40 hours per week,Permanent employmentFull time,Job Bank#3113581,FALSE,amardip07@gmail.com,
42104427,https://www.jobbank.gc.ca/jobsearch/jobposting/42104427,senior software developer,2024-10-07,Webis,https://www.webis.ca,Markham,ON,47,35 hours per week,Permanent employmentFull time,Job Bank#3110279,FALSE,jobbank@webis.ca,
42068540,https://www.jobbank.gc.ca/jobsearch/jobposting/42068540,general construction labourer,2024-10-03,MCMD CONSTRUCTORS LTD.,,Toronto,ON,26,40 hours per week,Permanent employmentFull time,Job Bank#3105282,FALSE,dinhmccain@gmail.com,
42130050,https://www.jobbank.gc.ca/jobsearch/jobposting/42130050,car mechanic,2024-10-10,HARMONY MOTORS INC,http://www.harmonyhyundai.ca,Rockland,ON,28.39,35 hours per week,Permanent employmentFull time,Job Bank#3096469,FALSE,mbhatt2222@gmail.com,
42125137,https://www.jobbank.gc.ca/jobsearch/jobposting/42125137,technical sales specialist - exports,2024-10-09,A B Traders Ltd,,Oakville,ON,29,40 hours per week,Permanent employmentFull time,Job Bank#3113370,FALSE,abtraders@email.com,
42120072,https://www.jobbank.gc.ca/jobsearch/jobposting/42120072,nanny,2024-10-09,Private Household,,North York,ON,19,30 hours per week,Permanent employmentFull time,Job Bank#3110657,FALSE,candiceweecare@gmail.com,
42120953,https://www.jobbank.gc.ca/jobsearch/jobposting/42120953,"physician, family",2024-10-09,Medicentres,https://www.medicentres.com,Richmond Hill,ON,"300,000",35 to 50 hours per week,Term or contractFull time,Job Bank#3112181,FALSE,swilk@medicentres.com,
42112278,https://www.jobbank.gc.ca/jobsearch/jobposting/42112278,food service supervisor,2024-10-08,Swiss Chalet/Harvey's,,Mississauga,ON,17.2,30 to 40 hours per week,Permanent employmentFull time,Job Bank#3111295,FALSE,jobs.swisschaletmelos@gmail.com,
42080211,https://www.jobbank.gc.ca/jobsearch/jobposting/42080211,shift manager - fast food restaurant,2024-10-04,Harvey's,,Guelph,ON,17.5,40 hours per week,Permanent employmentFull time,Job Bank#3107068,FALSE,recruitment.harveys.guelph@gmail.com,
42133232,https://www.jobbank.gc.ca/jobsearch/jobposting/42133232,general construction labourer,2024-10-10,Advance Build General Contracting Inc,,Oshawa,ON,25,32 hours per week,Permanent employmentFull time,Job Bank#3071254,FALSE,jobs.gtarestoration@yahoo.com,
42130578,https://www.jobbank.gc.ca/jobsearch/jobposting/42130578,student recruiter - post-secondary education,2024-10-10,MTA CORPORATION,https://mtacorporation.com,St. Catharines,ON,33,30 hours per week,Term or contractFull time,Job Bank#3113717,FALSE,mtacorporation.hr@gmail.com,
42080214,https://www.jobbank.gc.ca/jobsearch/jobposting/42080214,food service supervisor,2024-10-04,Nh1 Dhaba,,Oshawa,ON,28.5,35 hours per week,Permanent employmentFull time,Job Bank#3107072,FALSE,info.nh1dhaba@gmail.com,
42133717,https://www.jobbank.gc.ca/jobsearch/jobposting/42133717,machinist,2024-10-10,Paper 4U,,Pickering,ON,28.85,35 hours per week,Permanent employmentFull time,Job Bank#3114649,FALSE,paper4ujobs@gmail.com,
42112224,https://www.jobbank.gc.ca/jobsearch/jobposting/42112224,food services manager,2024-10-08,Mary Brown's Chicken(2654125)# Brantford,,Brantford,ON,29,34 hours per week,Permanent employmentFull time,Job Bank#3111247,FALSE,mbops2021@gmail.com,
42103665,https://www.jobbank.gc.ca/jobsearch/jobposting/42103665,barber,2024-10-07,Tommy Gun's Original Barbershop,http://www.ca.tommyguns.com,Burlington,ON,28.39,30 hours per week,Permanent employmentFull time,Job Bank#3110150,FALSE,applebyvillage@tommyguns-shops.com,
42130068,https://www.jobbank.gc.ca/jobsearch/jobposting/42130068,office administrative assistant,2024-10-10,ILAHSOL Technologies Inc,https://ilahsol.com/,Mississauga,ON,28.5,40 hours per week,Permanent employmentFull time,Job Bank#3113588,FALSE,ilahsol.cra@gmail.com,
42130061,https://www.jobbank.gc.ca/jobsearch/jobposting/42130061,painter-decorator,2024-10-10,SAMARTHA CONSTRUCTION LTD.,,Brampton,ON,28.5,35 hours per week,Permanent employmentFull time,Job Bank#3113582,FALSE,psicsl2018@gmail.com,
42111645,https://www.jobbank.gc.ca/jobsearch/jobposting/42111645,"assistant manager, restaurant",2024-10-08,Quesada,,Woodstock,ON,29,32 hours per week,Permanent employmentFull time,Job Bank#3110076,FALSE,careers.quesada.woodstock@gmail.com,
42080215,https://www.jobbank.gc.ca/jobsearch/jobposting/42080215,restaurant manager,2024-10-04,KESAR THALI CORPORATION,,Oshawa,ON,27,35 hours per week,Permanent employmentFull time,Job Bank#3107074,FALSE,info.nh1dhaba@gmail.com,
42120084,https://www.jobbank.gc.ca/jobsearch/jobposting/42120084,loans manager,2024-10-09,Loan4Payday,http://loan4payday.ca,Scarborough,ON,17.2,40 hours per week,Permanent employmentFull time,Job Bank#3111064,FALSE,preston@watsoncap.ca,
42130057,https://www.jobbank.gc.ca/jobsearch/jobposting/42130057,marketing coordinator,2024-10-10,Canamex-Carbra Transportation Services Inc.,http://www.wecantruck.com,Mississauga,ON,33,40 hours per week,Permanent employmentFull time,Job Bank#3113578,FALSE,harjeet@wecantruck.com,
42077656,https://www.jobbank.gc.ca/jobsearch/jobposting/42077656,housekeeping room attendant supervisor,2024-10-04,Valois Motel & Restaurant,http://valoismotel.com,Mattawa,ON,24.5,32 hours per week,Permanent employmentFull time,Job Bank#3106400,FALSE,myrtsfamilygs@gmail.com,
42133718,https://www.jobbank.gc.ca/jobsearch/jobposting/42133718,security guard supervisor,2024-10-10,Safestate Securities & Protection,https://www.safestate.ca/,Barrie,ON,24.5,35 to 40 hours per week,Permanent employmentFull time,Job Bank#3114650,FALSE,info@safestate.ca,
42112250,https://www.jobbank.gc.ca/jobsearch/jobposting/42112250,optical technician,2024-10-08,BRAMPTON VISION CENTRE INC.,,Brampton,ON,22,30 to 35 hours per week,Permanent employmentFull time,Job Bank#3109795,FALSE,bramptonvisioncentrejobs@yahoo.com,
42128183,https://www.jobbank.gc.ca/jobsearch/jobposting/42128183,hotel night auditor,2024-10-10,Hampton Inn by Hilton Sudbury,,Sudbury,ON,17.2,8 to 24 hours per week,Permanent employmentPart time,Job Bank#3113506,FALSE,melanie.maltby@hilton.com,
42103918,https://www.jobbank.gc.ca/jobsearch/jobposting/42103918,administrative assistant,2024-10-07,Uptown Life Concierge,https://www.uptownlifeconcierge.com/,Toronto,ON,25,40 hours per week,Permanent employmentFull time,Job Bank#3110206,FALSE,ulctoronto@gmail.com,
42080217,https://www.jobbank.gc.ca/jobsearch/jobposting/42080217,bookkeeper,2024-10-04,KESAR THALI CORPORATION,,Oshawa,ON,27,35 hours per week,Permanent employmentFull time,Job Bank#3107076,FALSE,info.nh1dhaba@gmail.com,
42133216,https://www.jobbank.gc.ca/jobsearch/jobposting/42133216,"sales vice-president - trade, broadcasting and other services",2024-10-10,Jake's Boathouse,,Brampton,ON,62.5,35 hours per week,Permanent employmentFull time,Job Bank#3114454,FALSE,boathouseon@gmail.com,
42120526,https://www.jobbank.gc.ca/jobsearch/jobposting/42120526,retail sales associate,2024-10-09,Dulux Paints - PPG Industries,https://www.dulux.ca/diy/home,Owen Sound,ON,17.7,30 hours per week,Permanent employmentFull time,Job Bank#3111281,FALSE,tyilmaz@ppg.com,
42101480,https://www.jobbank.gc.ca/jobsearch/jobposting/42101480,banquet cook,2024-10-07,PARAMOUNT,https://www.bypeterandpauls.com/,Woodbridge,ON,17.2,30 to 40 hours per week,Permanent employmentFull time,Job Bank#3108580,FALSE,recruitment.paramountpp@gmail.com,
42068930,https://www.jobbank.gc.ca/jobsearch/jobposting/42068930,home child care provider,2024-10-03,JEMERSON MAMARIL,,North York,ON,19,30 hours per week,Permanent employmentFull time,Job Bank#3105326,FALSE,jemerson.mamaril@gmail.com,
42126193,https://www.jobbank.gc.ca/jobsearch/jobposting/42126193,automotive service technician,2024-10-10,Airport Nissan,http://www.airportnissan.com,Brampton,ON,28.39,40 hours per week,Permanent employmentFull time,Job Bank#3113413,FALSE,miker@pineviewauto.com,
